questions,lang,keywords
Give me all federal chancellors of Germany.,en,"Germany, federal chancellors"
Gib mir alle Bundeskanzler.,de,Bundeskanzler
Dame todos los cancilleres alemanos.,es,"cancilleres, alemanos"
Dammi tutti i cancellieri tedeschi.,it,"cancellieri, tedeschi"
Donnes-moi tous les chancelièrs allemands.,fr,"chanceliers, allemands"
Noem alle Duitse bondskanseliers.,nl,"Duits, bondskanseliers"
Dă-mi toți cancelarii federali ai Germaniei,ro,"Germania, cancelar federal"
Who was the wife of U.S. president Lincoln?,en,"U.S. president, Lincoln, wife"
Wer war die Frau von US-Präsident Lincoln?,de,"US-Präsident, Lincoln, Frau"
¿Quién fué la mujer del presidente americano Lincoln?,es,"presidente Americano, Lincoln, mujer"
Chi era la moglie del presidente degli Stati Uniti Lincoln?,it,"presidente degli Stati Uniti, Lincoln, moglie"
Qui était l'épouse du président américain Lincoln?,fr,"épouse, président américain Lincoln"
Wie was de vrouw van de Amerikaanse president Lincoln?,nl,"vrouw, president van America, Lincoln"
Cine a fost soția președintelui American Lincoln?,ro,"președinte American, Lincoln, soție"
Who developed the video game World of Warcraft?,en,"video game, World of Warcraft, develop"
Wer hat das Videospiel World of Warcraft entwickelt?,de,"Videospiel, World of Warcraft, entwickeln"
¿Quién desarrolló el videojuego Warcraft?,es,"videojuego, Warcraft, desarrollar"
Chi ha creato il videogioco World of Warcraft?,it,"videogioco, World of Warcraft, creare"
Qui a développé World of Warcraft?,fr,"développé, World of Warcraft"
Wie heeft het videospel World of Warcraft ontwikkeld?,nl,"World of Warcraft, ontwikkelaar"
Cine a dezvoltat jocul video World of Warcraft?,ro,"joc video, World of Warcraft, dezvolta"
What is the official website of Tom Cruise?,en,"Tom Cruise, official website"
Was ist die offizielle Website von Tom Cruise?,de,"Tom Cruise, offizielle Website"
¿Cuál el la página de Web oficial de Tom Cruise?,es,"Tom Cruise, página de Web oficial"
Qual è il sito internet ufficiale di Tom Cruise?,it,"Tom Cruise, sito internet ufficiale"
Quel est le site web officiel de Tom Cruise?,fr,"site web officiel, Tom Cruise"
Wat is de officiële website van Tom Cruise?,nl,"officiële website, Tom Cruise"
Care este website-ul oficial al lui Tom Cruise?,ro,"Tom Cruise, website oficial"
List all episodes of the first season of the HBO television series The Sopranos.,en,"HBO, television series, Sopranos, first season, episode"
Liste alle Episoden der ersten Staffel der HBO-Fernsehserie Die Sopranos auf.,de,"HBO-Fernsehserie, Sopranos, erste Staffel, Episode"
Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,es,"serie televisiva de HBO, Los Sopranos, primera época, episodios"
Elenca tutti gli episodi della prima stagione della serie televisiva di HBO i Sopranos.,it,"serie televisiva di HBO, i Sopranos, prima stagione, episodio"
Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.,fr,"épisodes de la première saison, HBO, les Sopranos"
Noem alle afleveringen van het eerste seizoen van de HBO-serie The Sopranos.,nl,"HBO-serie, The Sopranos, eerste seizoen, aflevering"
Listează toate episodele din primul sezon al serialului HBO de televiziune The Sopranos,ro,"HBO, serial de televiziune, Sopranos, primul sezon, episod"
Who produced the most films?,en,"film, produced, most"
Wer hat die meisten Filme produziert?,de,"Film, produzieren, die meisten"
¿Quién ha producido más películas?,es,"películas, producido más"
Chi ha prodotto più film?,it,"film, prodotto, più"
Qui a produit le plus de films?,fr,"films, le plus de"
Wie produceerde de meeste films?,nl,"producent, films, de meeste"
Cine a produs cele mai multe filme?,ro,"film, produs, cel mai mult"
Give me all people with first name Jimmy.,en,"person, first name, Jimmy"
"Gib mir alle Personen, die den Vornamen Jimmy haben.",de,"Person, Vorname, Jimmy"
Dame todas las personas con el nombre propio Jimmy.,es,"personas, nombre propio, Jimmy"
Dammi tutte le persone il cui nome è Jimmy.,it,"persone, nome, Jimmy"
Donnes-moi toutes les personnes dont le prénom est Jimmy.,fr,"personnes, prénom, Jimmy"
Noem alle personen met de voornaam Jimmy.,nl,"persoon, voornaam, Jimmy"
Dă-mi toate persoanele cu prenumele Jimmy,ro,"persoană, prenume, Jimmy"
In which city did John F. Kennedy die?,en,"city, John F. Kennedy, die"
In welcher Stadt ist John F. Kennedy gestorben?,de,"Stadt, John F. Kennedy, gestorben"
¿En qué ciudad murió John F. Kennedy?,es,"cuidad, John F. Kennedy, murió"
In quale città morì John F. Kennedy?,it,"città, John F. Kennedy, morto"
Dans quelle ville est mort John F. Kennedy?,fr,"ville, John F. Kennedy"
In welke stad kwam John F. Kennedy om het leven?,nl,"stad, John F. Kennedy, gestorven"
În ce oraș a murit John F. Kennedy?,ro,"oraș, John F. Kennedy, muri"
Is there a video game called Battle Chess?,en,"video game, Battle Chess"
"Gibt es ein Videospiel, das Battle Chess heißt?",de,"Videospiel, Battle Chess"
¿Hay algún videojuego que se llame Battle Chess?,es,"videojuego, Battle Chess"
Esiste un videogioco che si chiama Battle Chess?,it,"videogioco, Battle Chess"
Existe-t-il un jeu vidéo appelé Battle Chess?,fr,"jeu vidéo, Battle Chess"
Bestaat er een videospel met de naam Battle Chess?,nl,"videospel, Battle Chess"
Există un joc video numit Battle Chess?,ro,"joc video, Battle Chess"
Which mountains are higher than the Nanga Parbat?,en,"mountain, higher, Nanga Parbat"
Welche Berge sind höher als der Nanga Parbat?,de,"Berg, höher, Nanga Parbat"
¿Qué montañas son más altas que el Nanga Parbat?,es,"montañas, más altas, Nanga Parbat"
Quali montagne sono più alte del Nanga Parbat?,it,"montagna, più alta, Nanga Parbat"
Quelles montagnes sont plus hautes que le Nanga Parbat?,fr,"montagnes, plus hautes, Nanga Parbat"
Welke bergen zijn hoger dan de Nanga Parbat?,nl,"bergen, hoger, Nanga Parbat"
Ce munți sunt mai mari decât Nanga Parbat?,ro,"munte, mai mare, Nanga Parbat"
Who created Wikipedia?,en,"Wikipedia, created"
Wer hat Wikipedia gegründet?,de,"Wikipedia, gründen"
¿Quién creó Wikipedia?,es,"Wikipedia, creador"
Chi ha creato Wikipedia?,it,"Wikipedia, creatore"
Qui est le créateur de Wikipedia?,fr,"créateur, Wikipedia"
Wie heeft Wikipedia opgericht?,nl,"Wikipedia, oprichter"
Cine a creat Wikipedia?,ro,"Wikipedia, creat"
Give me all actors starring in Last Action Hero.,en,"actor, starring, Last Action Hero"
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de,"Schauspieler, mitspielen, Last Action Hero"
Dame todos los actores que hayan actuado en Last Action Hero.,es,"actores, Last Action Hero"
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it,"attori, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,fr,"acteurs, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,nl,"acteur, Last Action Hero"
Dă-mi toți actorii cu roluri principale în Last Action Hero.,ro,"actor, rol principal, Last Action Hero"
Which software has been developed by organizations founded in California?,en,"organization, founded, California, develop, software"
"Welche Softwareprodukte wurde von Unternehmen entwickelt, die in Kalifornien gegründet wurden?",de,"Unternehmen, gründen, Kalifornien, entwickeln, Softwareprodukt"
¿Qué productos de software han sido desarrollados por empresas fundadas en California?,es,"empresas, fundadas, California, desarrolar, productos de software"
Quali software sono stati sviluppati da aziende fondate in California?,it,"azienda, fondata, California, sviluppare, software"
Quels logiciels ont été dévelopés par des agences fondées en Californie?,fr,"Californie, agences, fondées, logiciels"
Welke software is ontwikkeld door bedrijven opgericht in Californië?,nl,"bedrijf, opgericht, Californië, ontwikkeld, software"
Ce software a fost dezvoltat de organizații fondate în California,ro,"organizație, fondată, California, dezvolta, software"
Which companies work in the aerospace industry as well as in medicine?,en,"company, aerospace industry, medicine"
Welche Unternehmen sind sowohl in der Luft- und Raumfahrt als auch im Bereich der Medizin tätig?,de,"Unternehmen, Luft- und Raumfahrt, Medizin"
¿Qué empresas aerospaciales trabajar también en en medicina?,es,"empresas, areospaciales, medicina"
Quali aziende si occupano sia nell'industria aerospaziale che in ambito medico?,it,"azienda, industria aerospaziale, ambito medico"
Quelles companies travaillent dans l'aérospatial et dans la médecine?,fr,"companies, aérospatial, médecine"
Welke bedrijven zijn zowel actief in de ruimtevaartindustrie als in de geneeskunde?,nl,"bedrijf, ruimtevaartindustrie, geneeskunde"
"Ce companii lucrează în industria aerospațială, precum și în medicină?",ro,"companii, industrie aerospațială, medicină"
Is Christian Bale starring in Velvet Goldmine?,en,"Christian Bale, starring, Velvet Goldmine"
Spielt Christian Bale in Velvet Goldmine mit?,de,"Christian Bale, mitspielen, Velvet Goldmine"
¿Actúa Christian Bale en Velvet Goldmine?,es,"Christian Bale, actúa, Velvet Goldmine"
Christian Bale ha recitato in Velvet Goldmine?,it,"Christian Bale, recitare, Velvet Goldmine"
Christian Bale joue-t-il dans Velvet Goldmine?,fr,"Christian Bale, joue, Velvet Goldmine"
Speelt Christian Bale in Velvet Goldmine?,nl,"Christian Bale, speelt in, Velvet Goldmine"
Joacă Christian Bale un rol principal în Velvet Goldmine?,ro,"Christian Bale, rol principal, Velevet Goldmine"
Give me the websites of companies with more than 500000 employees.,en,"website, company, employee, more than 500000"
Gib mir alle Webseiten von Unternehmen mit mehr als 500000 Angestellten.,de,"Webseite, Unternehmen, Angestellte, mehr als 500000"
Dame todas las páginas de Web de empresas con más de 500000 empleados.,es,"página de Web, empreasas, empleados, más de 500000"
Dammi tutti i siti internet di aziende con più di 500000 dipendenti.,it,"sito internet, azienda, dipendenti, più di 500000"
Donnes-moi les sites webs de companies avec plus de 500000 employés.,fr,"sites webs, companies, plus de 500000 employés"
Geef me de websites van alle ondernemingen met meer dan 500000 werknemers.,nl,"website, onderneming, werknemers, meer dan 500000"
Dă-mi toate website-urile de la companiile cu mai mult de 500000 de angajați,ro,"website, companie, angajat, mai mult de 500000"
Which actors were born in Germany?,en,"actor, born, Germany"
Welche Schauspieler wurden in Deutschland geboren?,de,"Schauspieler, geboren, Deutschland"
¿Qué actores nacieron en Alemania?,es,"Actores, nacidos, Alemania"
Quali attori sono nati in Germania?,it,"attore, nato, Germania"
Quels acteurs sont nés en Allemagne?,fr,"acteurs, nés, Allemagne"
Welke acteurs zijn geboren in Duitsland?,nl,"acteur, geboren, Duitsland"
Ce actori au fost născuți în Germania?,ro,"actor, născut, Germania"
Which caves have more than 3 entrances?,en,"cave, entrance, more than 3"
Welche Höhlen haben mehr als 3 Eingänge?,de,"Höhle, Eingang, mehr als 3"
¿Qué cuevas tienen más de 3 entradas?,es,"cueva, entrada, más de 3"
Quali grotte hanno più di 3 entrate?,it,"grotta, entrata, più di 3"
Quelles grottes ont plus de 3 entrées?,fr,"grottes, plus de 3 entrées"
Welke grotten hebben meer dan drie ingangen?,nl,"grot, ingang, meer dan drie"
Ce peșteri au mai mult de 3 intrări?,ro,"peșteră, intrare, mai mult de 3"
Was the wife of president Lincoln called Mary?,en,"Lincoln, president, wife, called, Mary"
Hieß die Frau von Präsident Lincoln Mary?,de,"Lincoln, Präsident, Frau, heißen, Mary"
¿La mujer del presidente Lincoln se llama Mary?,es,"mujer, presidente, Lincoln, se lamma, Mary"
La moglie del presidente Lincoln si chiamava Mary?,it,"moglie, presidente, Lincoln, si chiama, Mary"
Est-ce que l'épouse du président Lincoln s'appelait Mary?,fr,"épouse, Lincoln, Mary, appelle"
Heette de echtgenote van president Lincoln Mary?,nl,"echtgenote, Lincoln, Mary"
Este soția președintelui Lincoln numită Mary?,ro,"Lincoln, președinte, soție, numită, Mary"
Give me all films produced by Hal Roach.,en,"film, produce, Hal Roach"
Gib mir alle Filme des Produzenten Hal Roach.,de,"Film, Produzent, Hal Roach"
Dame todas las películas del producente Hal Roach.,es,"película, producente, Hal Roach"
Dammi tutti i film prodotti da Hal Roach.,it,"film, produrre, Hal Roach"
Donnes-moi tous les films produits par Hal Roach.,fr,"films, produits, Hal Roach"
Noem alle films die zijn geproduceerd door Hal Roach.,nl,"film, producent, Hal Roach"
Dă-mi toate filmele produse de Hal Roach,ro,"film, produs, Hal Roach"
Give me all video games published by Mean Hamster Software.,en,"video game, publish, Mean Hamster Software"
Gib mir alle Videospiele von Mean Hamster Software.,de,"Videospiel, Mean Hamster Software"
Dame todos los videojuegos de Mean Hamster Software.,es,"videojuego, Mean Hamster Software"
Dammi tutti i videogiochi di Mean Hamster Software.,it,"videogioco, prodotto, Mean Hamster Software"
Donnes-moi tous les jeux vidéos publiés par Mean Hamster Software.,fr,"jeux vidéos, publiés, Mean Hamster Software"
Geef me alle videogames van Mean Hamster Software.,nl,"videogame, Mean Hamster Software"
Dă-mi toate jocurile video publicate de Mean Hamster Software,ro,"joc video, publicat, Mean Hamster Software"
Which languages are spoken in Estonia?,en,"language, spoken, Estonia"
Welche Sprachen werden in Estland gesprochen?,de,"Sprache, sprechen, Estland"
¿Qué idiomas se hablan en Estonia?,es,"idiomas, Estonia"
Quali lingue sono parlate in Estonia?,it,"lingua, Estonia"
Quelles langues parle-t-on en Estonie?,fr,"langues, Estonie"
Welke talen worden gesproken in Estland?,nl,"taal, gesproken, Estland"
Ce limbi sunt vorbite în Estonia?,ro,"limbă, vorbită, Estonia"
How many Aldi stores are there?,en,"own, Aldi"
Wieviele Aldi-Filialen gibt es?,de,"gehören, Aldi"
¿Cuántas tiendas Aldi hay?,es,"pertenece, Aldi"
Quanti negozi Aldi ci sono?,it,"possedere, Aldi"
Combien de magasins Aldi sont là?,fr,"possède, Aldi"
Hoeveel Aldi winkels zijn er?,nl,"eigenaar, Aldi"
Câte magazine Aldi există?,ro,"avea, Aldi"
Which capitals in Europe were host cities of the summer olympic games?,en,"capital, Europe, host city, summer olympic games"
In welchen europäischen Hauptstädten fanden olympische Sommerspiele statt?,de,"europäisch, Hauptstadt, stattfinden, olympische Sommerspiele"
¿En qué capitales europeas tuvieron lugar los juegos olímpicos de verano?,es,"capital europea, juegos olímpicos de verano"
Quali capitali europee hanno ospitato i giochi olimpici estivi?,it,"capitale, Europa, ospitare, giochi olimpici estivi"
Quelles capitales européenes ont été hôtes de jeux olympiques d'été?,fr,"capitales européenes, hôtes, jeux olympiques d'été"
In welke Europese hoofdsteden waren de Olympische Zomerspelen?,nl,"Europese hoofdstad, plaatvinden, Olympische Zomerspelen"
Ce capitale europene au fost gazde ale Jocurile Olimpice de vară?,ro,"capital, Europa, oraș gazdă, Jocurile Olimpice"
Who was the 16th president of the United States?,en,"United States, 16th president"
Wer war der 16. Präsident der Vereinigten Staaten?,de,"Vereinigte Staaten, 16. Präsident"
¿Quién fue el 16th presidente de los Estados Unidos?,es,"estados unidos, primer presidente"
Chi è stato il sedicesimo presidente degli Stati Uniti?,it,"Stati Uniti, sedicesimo presidente"
Qui fut le premier président des États-Unis?,fr,"Etats-Unis, premier président"
Wie was de 16de president van de Verenigde Staten?,nl,"Verenigde Staten, 16de president"
Cine a fost primul președinte al Statelor Unite?,ro,"Statele Unite, primul președinte"
How many films did Hal Roach produce?,en,"Hal Roach, produce, film"
Wieviele Filme hat Hal Roach produziert?,de,"Hal Roach, produzieren, Film"
¿Cuántas películas ha producido Hal Roach?,es,"películas, producido, Hal Roach"
Quanti film ha prodotto Hal Roach?,it,"film, prodotto, Hal Roach"
Combien de films ont été produit par Hal Roach?,fr,"combien, films, Hal Roach"
Hoeveel films heeft Hal Roach geproduceerd?,nl,"Hal Roach, producent, film"
Câte filme a produs Hal Roach?,ro,"Hal Roach, produs, film"
Which music albums contain the song Last Christmas?,en,"music album, song, Last Christmas"
Auf welchen Musikalben ist das Lied Last Christmas?,de,"Musikalbum, Lied, Last Christmas"
¿Qué albums musicales contienen la canción Las Christmas?,es,"album musical, canción, Last Christmas"
Quali album musicali contengono la canzone Last Christmas?,it,"album musicale, canzone, Last Christmas"
Quels albums contiennent le morceau Last Christmas?,fr,"albums, contiennent, Last Christmas?"
Op welke muziekalbums staat het nummer Last Christmas?,nl,"muziekalbum, nummer, Last Christmas"
Ce albume muzicale conțin melodia Last Christmas?,ro,"album musical, melodie, Last Christmas"
Give me all books written by Danielle Steel.,en,"book, written, Danielle Steel"
"Gib mir alle Bücher, die Danielle Steel geschrieben hat.",de,"Buch, schreiben, Danielle Steel"
Dame todos los libros escritos por Danielle Steel.,es,"libors, escritos, Danielle Steel"
Dammi tutti i libri scritti da Danielle Steel.,it,"libri, scritti, Danielle Steel"
Donnes-moi tous les livres écrits par Danielle Steel.,fr,"livres, écrits, Danielle Steele"
Noem alle boeken van Danielle Steel.,nl,"boek, Danielle Steel"
Dă-mi toate cărțile scrise de Danielle Steel.,ro,"carte, scrisă, Danielle Steele"
"Which airports are located in California, USA?",en,"airport, located, California, USA"
Welche Flughäfen gibt es in Kalifornien?,de,"Flughafen, Kalifornien"
¿Cuántos aeropuertos hay en California?,es,"aeropuertos, california"
"Quali aeroporti si trovano in California, Stati Uniti?",it,"aeroporto, situato, California, Stati Uniti"
Quels aéroports se trouvent en Californie?,fr,"aéroports, Californie"
Welke vliegvelden liggen in Californië?,nl,"vliegveld, Californië"
"Ce aeroporturi se află în California, Statele Unite?",ro,"aeroport, aflat, California, SUA"
Which states of Germany are governed by the Social Democratic Party?,en,"state, Germany, govern, Social Democratic Party"
Welche Bundesländer in Deutschland werden von der SPD regiert?,de,"Deutschland, Bundesland, regieren, SPD"
¿En qué estados federales de Alemania gobierna la SPD?,es,"estado federal, Alemania, gobierna, SPD"
In quali stati federati della Germania governa il Partito Socialista Democratico?,it,"stato federato, Germania, governo, Partito Socialista Democratico"
Quels sont les états d'Allemagne gouvernés par le parti social-démocrate d'Allemagne?,fr,"états d'Allemagne, parti social-démocrate d'Allemagne, gouvernés"
In welke Duitse deelstaten is de SPD aan de macht?,nl,"Duitse deelstaat, SPD, aan de macht"
Ce state germane sunt guvernate de Partidul Social Democrat?,ro,"stat, Germania, guverna, Partidul Social Democrat"
Give me all Canadian Grunge record labels.,en,"record label, Canadian, Grunge"
Gib mir alle kanadischen Grunge-Plattenfirmen.,de,"kanadisch, Plattenfirma, Grunge"
Dame todos las empresas canadienses productoras de música Grunge.,es,"empresa productora de música, canadiense, Grunge"
Dammi tutti i produttori canadesi di musica Grunge.,it,"produttore di musica, canadese, Grunge"
Donnes-moi tous les labels discographiques canadiens de grunge.,fr,"labels discographiques, canadiens, grunge"
Noem alle Canadese grunge-platenlabels.,nl,"Canadees, platenlabel, Grunge"
Dă-mi toate casele canadiene Grunge de înregistrări.,ro,"casă de înregistrări, canadian, Grunge"
Which country has the most official languages?,en,"country, official language, most"
Welches Land hat die meisten Amtssprachen?,de,"Land, Amtssprache, die meisten"
¿Qué país tiene más idiomas oficiales?,es,"país, idiomas oficiales, más"
Quale stato ha più lingue ufficiali?,it,"stato, lingue ufficiali, più"
Quels pays a le plus de langues officielles?,fr,"pays, plus de langues officielles"
Welk land heeft de meeste officiële talen.,nl,"land, officiële taal, meeste"
Ce țară are cele mai multe limbi oficiale?,ro,"șară, limbă oficială, cele mai multe"
In which programming language is GIMP written?,en,"GIMP, programming language"
In welcher Programmiersprache wurde GIMP geschrieben?,de,"GIMP, Programmiersprache"
¿En qué lenguaje de programación esta programado GIMP?,es,"GIMP, lenguaje de programación"
In quale linguaggio di programmazione è scritto GIMP?,it,"GIMP, linguaggio di programmazione"
En quel langage de programmation a été écrit GIMP?,fr,"langage de programmation, GIMP"
In welke programmeertaal is GIMP geschreven?,nl,"GIMP, programmeertaal"
În ce limbaj de programare este scris GIMP?,ro,"GIMP, limbaj de programare"
Who produced films starring Natalie Portman?,en,"produce, film, starring, Natalie Portman"
"Wer produzierte Filme, in denen Natalie Portman mitspielt?",de,"produzieren, Film, mitspielen, Natalie Portman"
¿Quién ha producido películas en las que actua Natalie Portman?,es,"producente, perlículas, actua, Natalie Portman"
Chi ha prodotto i film in cui recita Natalie Portman?,it,"produttore, film, recita, Natalie Portman"
Qui a produit des films dans lesquels joue Natalie Portman?,fr,"produit, films, Natalie Portman"
Wie produceerde films waarin Natalie Portman speelde?,nl,"producent, film, Natalie Portman, speelt"
Cine a produs filme cu Natalie Portman în rol principal?,ro,"produce, film, rol principal, Natalie Portman"
Give me all movies with Tom Cruise.,en,"movie, Tom Cruise"
Gib mir alle Filme mit Tom Cruise.,de,"Film, Tom Cruise"
Dame todas las películas con Tom Cruise,es,"películas, Tom Cruise"
Dammi tutti i film con Tom Cruise.,it,"film, Tom Cruise"
Donnes-moi tous les films avec Tom Cruise.,fr,"films, Tom Cruise"
Noem alle films met Tom Cruise.,nl,"film, Tom Cruise"
Dă-mi toate filmele cu Tom Cruise.,ro,"film, Tom Cruise"
In which films did Julia Roberts as well as Richard Gere play?,en,"film, play, Julia Roberts, Richard Gere"
In welchen Filmen spielen sowohl Julia Roberts als auch Richard Gere mit?,de,"Film, mitspielen, Julia Roberts, Richard Gere"
¿En qué películas actúan Julia Roberts y Richard Gere?,es,"película, actores, Julia Roberts, Richard Gere"
In quali film recitano sia Julia Roberts che Richard Gere?,it,"film, recitare, Julia Roberts, Richard Gere"
Dans quels films jouent Julia Roberts et Richard Gere?,fr,"films, Julia Roberts, Richard Gere"
In welke films speelden zowel Julia Roberts als Richard Gere?,nl,"film, speel, Julia Roberts, Richard Gere"
În ce filme joacă Julia Roberts precum și Richard Gere?,ro,"film, joacă, Julia Roberts, Richard Gere"
Give me all female given names.,en,"female, given name"
Gib mir alle weiblichen Vornamen.,de,"weiblich, Vorname"
Dame todos los nombres propios femeninos.,es,"nombre propio, femenino"
Dammi tutti i nomi propri femminili.,it,"nome proprio, femminile"
Donnes-moi tous les prénoms féminins.,fr,"prénom, féminin"
Geef me alle vrouwelijke voornaamen.,nl,"vrouwelijk, voornaam"
Dă-mi toate prenumele feminine.,ro,"feminine, prenume"
Who wrote the book The Pillars of the Earth?,en,"wrote, book, The pillars of the Earth"
Wer schrieb das Buch Die Säulen der Erde?,de,"schreiben, Buch, Die Säulen der Erde"
¿Quen escribió el libro Los pilares de la Tierra?,es,"escritor, libro, Pilares de la Tierra"
Chi ha scritto il libro I pilastri della Terra?,it,"scritto, libro, I pilastri della Terra"
Qui a écrit le livre Les Piliers de la Terre?,fr,"Les Piliers de la Terre, écrivain"
Wie schreef het boek De Pilaren van de Aarde?,nl,"auteur, De Pilaren van de Aarde"
Cine e scris cartea Stâlpii Pământului?,ro,"scrie, carte, Stâlpii Pământului"
How many films did Leonardo DiCaprio star in?,en,"film, star, Leonardo DiCaprio"
In wievielen Filmen hat Leonardo DiCaprio mitgespielt?,de,"Film, mitspielen, Leonardo DiCaprio"
¿En cuántas películas ha actuado Leonardo DiCaprio?,es,"películas, cuántas, actúa, Leonardo DiCaprio"
In quanti film ha recitato Leonardo DiCaprio?,it,"film, recitare, Leonardo DiCaprio"
Dans combien de films Leonard DiCaprio a-t-il joué?,fr,"combien, films, Leonard DiCaprio"
In hoeveel films speelde Leonardo DiCaprio?,nl,"film, speelt, Leonardo DiCaprio"
În câte filme a jucat Leonardo DiCaprio rol principal?,ro,"film, rol principal, Leonardo DiCaprio"
Give me all soccer clubs in the Premier League.,en,"Premier League, soccer club"
Gib mir alle Vereine in der Premier League.,de,"Premier League, Verein"
Dame todos los clubs de la Premier League.,es,"Premier League, club"
Dammi tutti i club calcistici nella Premier League.,it,"Premier League, club calcistici"
Donnes-moi toutes les équipes de la Premier League.,fr,"équipes, Premier League"
Noem alle clubs uit de Premier League.,nl,"club, Premier League"
Dă-mi toate cluburile de fotbal din Premier League,ro,"Premier League, club de fotbal"
In which U.S. state is Mount McKinley located?,en,"U.S. state, located, Mount McKinley"
In welchem US-Bundesstaat befindet sich der Mount McKinley?,de,"US-Staat, befinden, Mount McKinley"
¿En qué estado de los estados unidos se encuentra el monte McKinley?,es,"estado, estados unidos de américa, encuentra, monte McKinley"
In quale stato degli Stati Uniti si trova il Monte McKinley?,it,"Stati Uniti d'America, trova, Mount McKinley"
Dans quel état des Etats-Unis d'Amérique se trouve le mont McKinley?,fr,"états, Etats-Unis d'Amérique, trouve, mont McKinley"
In welke deelstaat van de Verenigde Staten is Mount McKinley gelegen?,nl,"deelstaat, Verenigde Staten, gelegen, Mount McKinley"
În ce stat american se află muntele McKinley?,ro,"stat american, aflat, muntele McKinley"
When was Capcom founded?,en,"Capcom, founded"
Wann wurde Capcom gegründet?,de,"Capcom, gründen"
¿Cúando se fundó Capcom?,es,"Capcom, fundada"
Quando è stata fondata Capcom?,it,"Capcom, fondata"
Quand a été fondé Capcom?,fr,"fondé, Capcom"
Wanneer werd Capcom opgericht?,nl,"Capcom, opgericht"
Când a fost fondat Capcom?,ro,"Capcom, fondat"
Which organizations were founded in 1930?,en,"organization, founded, 1930"
Welche Unternehmen wurden 1930 gegründet?,de,"Unternehmen, gründen, 1930"
¿Qué empresas fueron fundadas en 1930?,es,"empresas, fundadas, 1930"
Quali aziende sono state fondate nel 1930?,it,"azienda, fondata, 1930"
Quels organisations ont été fondées en 1930?,fr,"organisations, fondées, 1930"
Welke organisaties werden opgericht in 1930?,nl,"organisatie, opgericht, 1930"
Ce organizații au fost fondate în 1930?,ro,"organizație, fondat, 1930"
What is the highest mountain?,en,"mountain, highest"
Was ist der höchste Berg?,de,"höchster, Berg"
¿Cuál es la montaña más alta?,es,"montaña, más alta"
Qual è la montagna più alta?,it,"montagna, più alta"
Quelle est la montagne la plus haute?,fr,"montagne, la plus haute"
Wat is de hoogste berg?,nl,hoogste berg
Care este cel mai înalt munte?,ro,"munte, cel mai înalt"
Was Natalie Portman born in the United States?,en,"Natalie Portman, born, United States"
Wurde Natalie Portman in den Vereinigten Staaten geboren?,de,"Natalie Portman, geboren, Vereinigte Staaten"
¿Nació Natalie Portman en los estados unidos de américa?,es,Natalie Portman
Natalie Portman è nata negli Stati Uniti?,it,"Natalie Portman, nata, Stati Uniti"
Natalie Portman est-elle née aux Etats-Unis?,fr,"Natalie Portman, née, Etats-Unis"
Werd Natalie Portman geboren in de Verenigde Staten?,nl,"Natalie Portman, geboren, Verenigde Staten"
A fost Natalie Portman născută în Statele Unite?,ro,"Natalie Portman, născută, Statele Unite"
Which budget did the first movie of Zdenek Sverak have?,en,"Zdenek Sverak, movie, first, budget"
Welches Budget hatte der erste Film von Zdenek Sverak?,de,"Zdenek Sverak, Film, erster, Budget"
¿Cuál fué el presupuesto de la primera película de Zdenek Sverak?,es,"presupuesto, primera pelicula, Zdenek Sverak"
Che budget ebbe il primo film di Zdenek Sverak?,it,"Zdenek Sverak, film, primo, budget"
Quel était le budget du premier film de Zdenek Sverak?,fr,"budget, premier film, Zdenek Sverak"
Welk budget had de eerste film van Zdenek Sverak,nl,"budget, eerste film, Zdenek Sverak"
Ce buget a avut primul film al lui Zdenek Sverak?,ro,"Zdenek Sverak, film, primul, buget"
How many big fires struck Paris during the Middle Ages?,en,"Paris, middle ages, fire"
Wieviele Großbrände wüteten im Paris des Mittelalters?,de,"Paris, Mittelalter, Großbrand"
¿Cuántos grandes incendios se produjeron en el Paris medieval?,es,"Paris, edad media, gran incendio"
Quanti grandi incendi sono scoppiati a Parigi nel Medioevo?,it,"Parigi, Medioevo, incendio"
Quels grands incendies ont frappé Paris pendant le Moyen Âge?,fr,"grands incendies, frappé, Paris, Moyen Âge"
Hoeveel grote branden troffen Parijs in de Middeleeuwen?,nl,"grote brand, Parijs, Middeleeuwen"
Câte incendii majore a suferit Parisul în Evul Mediu?,ro,"Paris, Evul Mediu, incendiu"
Is Pamela Anderson a vegan?,en,"Pamela Anderson, vegan"
Ist Pamela Anderson Veganer?,de,"Pamela Anderson, Veganer"
¿Es Pamela Anderson vegana?,es,"Pamela Anderson, vegano"
Pamela Anderson è vegana?,it,"Pamela Anderson, vegana"
Pamela Anderson est-elle une végétarienne?,fr,"Pamela Anderson, végétarien"
Is Pamela Anderson vegetariër?,nl,"Pamela Anderson, vegetariër"
Este Pamela Anderson un vegan?,ro,"Pamela Anderson, vegan"
How often was Michael Jordan divorced?,en,"Michael Jordan, divorced"
