questions,lang,keywords
در چه کشورهایی مردم ژاپنی صحبت می کنند؟,fa,کشورهایی، ژاپنی، صحبت
In welcher Ländern wird Japanisch gesprochen?,de,"Länder, Sprache, Japanisch"
¿En qué países se habla japonés?,es,"países, habla, japonés"
In quali stati si parla giapponese?,it,"stati, parlare, giapponese"
Dans quels pays parle-t-on japonais?,fr,"pays, language, japonais"
In welke landen wordt Japans gesproken?,nl,"landen, taal, Japans"
किन देशों में लोग जापानी बोलते हैं?,hi_IN,"देशों, लोग, जापानी"
În ce țari se vorbește japoneza?,ro,"ce țări, vorbește, japoneza"
Show me the book that Muhammad Ali wrote.,en,"book, wrote, Muhammad Ali"
"Zeig mir das Buch, das Muhammad Ali geschrieben hat.",de,"Buch, geschrieben, Muhammad Ali"
Muéstrame el libro escrito por Muhammad Ali.,es,"libro, autor, Muhammad Ali"
Mostrami il libro scritto da Muhammad Ali.,it,"libro, autore, Muhammad Ali"
Donne-moi le livre écrit par Muhammad Ali.,fr,"livre, par Muhammad Ali"
Toen het boek dat Muhammad Ali heeft geschreven.,nl,"boek, geschreven, Muhammad Ali"
मुझे किताब बताओ जो मुहम्मद अली ने लिखी थी।,hi_IN,"किताब, मुहम्मद अली, लिखी"
Arată-mi cartea pe care a scris-o Muhammad Ali.,ro,"carte, scris, Muhammad Ali"
Is Michelle Obama the wife of Barack Obama?,en,"Michelle Obama, wife, Barack Obama"
Ist Michelle Obama die Frau von Barack Obama?,de,"Michelle Obama, Frau, Barack Obama"
¿Es Michele Obama la esposa de Barack Obama?,es,"Michelle Obama, esposa, Barack Obama"
Michelle Obama è la moglie di Barack Obama?,it,"Michelle Obama, moglie, Barack Obama"
Michelle Obama est-elle l'épouse de Barack Obama?,fr,"Michelle Obama, épouse, Barack Obama"
Is Michelle Obama de vrouw van Barack Obama?,nl,"Michelle Obama, vrouw van, Barack Obama"
क्या बराक ओबामा की पत्नी मिशेल ओबामा हैं?,hi_IN,"बराक ओबामा, पत्नी, मिशेल ओबामा"
What is the area code of Berlin?,en,"Berlin, area code"
Was ist die Vorwahl von Berlin?,de,"Berlin, Vorwahl"
¿Cuál es el prefijo de Berlin?,es,"prefijo, Berlin"
Qual è il prefisso di Berlino?,it,"prefisso, Berlino"
Quel est l'indicatif téléphonique de Berlin?,fr,"indicatif téléphonique, Berlin"
Wat is het kengetal van Berlijn?,nl,"kengetal, Berlijn"
बर्लिन का क्षेत्र कोड क्या है?,hi_IN,"बर्लिन, क्षेत्र कोड"
Give me all actors starring in Last Action Hero.,en,"actor, starring, Last Action Hero"
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de,"Schauspieler, mitspielen, Last Action Hero"
Dame todos los actores que hayan actuado en Last Action Hero.,es,"actores, Last Action Hero"
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it,"attori, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,fr,"acteurs, Last Action Hero"
Noem alle acteurs uit de film Last Action Hero.,nl,"acteur, Last Action Hero"
मुझे लास्ट एक्शन हीरो में अभिनीत सभी कलाकारों के नाम बतायें दो।,hi_IN,"लास्ट एक्शन हीरो, सभी कलाकार, नाम"
Dă-mi toți actorii cu roluri principale în Last Action Hero.,ro,"actor, rol principal, Last Action Hero"
What was the first Queen album?,en,"first album, Queen"
اولین آلبوم کوئین چه بود؟,fa,اولین، آلبوم، کوئین
Was war das erste Queen-Album?,de,erstes Queen-Album
¿Cuál fue el primer álbum de Queen?,es,"primer álbum, Queen"
Qual è stato il primo album dei Queen?,it,"primo album, Queen"
Quel est le premier album de Queen?,fr,"premier album, Queen"
Wat was het eerste Queen-album?,nl,eerste Queen-album
सबसे पहला क्वीन एल्बम क्या था?,hi_IN,"सबसे पहला, क्वीन एल्बम"
Care a fost primul album Queen?,ro,"primul album, Queen"
Which television shows were created by Walt Disney?,en,"television show, create, Walt Disney"
Welche Fernsehserien hat Walt Disney entworfen?,de,"Fernsehserie, entwerfen, Walt Disney"
¿Qué series televisivas ideó Walt Disney?,es,"serie televisica, ideó, Walt Disney"
Quali serie televisive sono state create dalla Walt Disney?,it,"serie televisiva, ideata, Walt Disney?"
Quelles séries télevisées ont été créées par Walt Disney?,fr,"séries télevisées, créées, Walt Disney"
Welke televisieseries werden bedacht door Walt Disney?,nl,"televisieserie, bedacht, Walt Disney"
वॉल्ट डिज़नी द्वारा किस टेलीविज़न शो का निर्माण किया गया था?,hi_IN,"वॉल्ट डिज़नी, टेलीविज़न शो, निर्माण"
What is the bridge with the longest span?,en,"bridge, longest span"
Welche Brücke hat die längste Spannweite?,de,"Brücke, längste Spannweite"
¿Qué puente tiene el mayor largo del vano?,es,"puente, mayor largo del vano"
Qual è il ponte con la campata più lunga?,it,"ponte, campata più lunga"
Quel est le pont le plus large?,fr,"pont, le plus large"
Wat is de brug met de grootste spanwijdte?,nl,"brug, langste spanwijdte"
सबसे लंबा पुल कौन सा है?,hi_IN,"सबसे लंबा, पुल"
Care este podul cu cea mai mare deschidere?,ro,"pod, cea mai mare deschidere"
What country is Sitecore from?,en,"country, Sitecore"
سایتکور در کدام کشور تأسیس شد؟,fa,سایتکور، کشور، تأسیس
Aus welchem Land kommt Sitecore?,de,"Sitecore, Land"
¿De qué país es Sitecore?,es,"país origen, Sitecore"
Di che nazione è Sitecore?,it,"nazione, Sitecore"
Quel est le pays d'origine de Sitecore?,fr,"pays, Sitecore"
Uit welke land komt Sitecore?,nl,"land, Sitecore"
साइटकोर कौन से देश से है?,hi_IN,"साइटकोर, देश"
Din ce țară este Sitecore?,ro,"țară, Sitecore"
What is the capital of Canada?,en,"capital, Canada"
Was ist die Hauptstadt von Kanada?,de,"Hauptstadt, Kanada"
¿Cuál es la capital de Canadá?,es,"capital, Canadá"
Qual è la capitale del Canada?,it,"capitale, Canada"
Quelle est la capitale du Canada?,fr,"capitale, Canada"
Wat is de hoofdstad van Canada?,nl,"hoofdstad, Canada"
कनाडा की राजधानी क्या है?,hi_IN,"कनाडा, राजधानी"
Who was Vincent van Gogh inspired by?,en,"person, inspiring, Vincent van Gogh"
ونسان ون گوگ از چه کسی الهام گرفته است؟,fa,ونسان ون گوگ، الهام
Wer hat Vincent van Gogh inspiriert?,de,"Vincent van Gogh, Inspiration"
¿Quién inspiro a Vincent van Gogh?,es,"persona, inpiracion, Vincent van Gogh"
Da chi fu inspirato Vincent van Gogh?,it,"persona, ispirare, Vincent van Gogh"
Qui a inspiré Victor van Gogh?,fr,"inspiration, Victor van Gogh"
Wie heeft van Gogh geinspireerd?,nl,"van Gogh, geinspireerd"
विंसेंट वैन गाग किनसे प्रेरित थे ?,hi_IN,"विंसेंट वैन गाग, प्रेरित"
De către cine a fost Vincent van Gogh inspirat?,ro,"persoană, inspirație, Vincent van Gogh"
In which city did John F. Kennedy die?,en,"city, John F. Kennedy, die"
In welcher Stadt ist John F. Kennedy gestorben?,de,"Stadt, John F. Kennedy, gestorben"
¿En qué ciudad murió John F. Kennedy?,es,"cuidad, John F. Kennedy, murió"
In quale città morì John F. Kennedy?,it,"città, John F. Kennedy, morto"
Dans quelle ville est mort John F. Kennedy?,fr,"ville, John F. Kennedy"
In welke stad kwam John F. Kennedy om het leven?,nl,"stad, John F. Kennedy, gestorven"
किस शहर में जॉन एफ कैनेडी का निधन हुआ ?,hi_IN,"शहर, जॉन एफ कैनेडी, निधन"
Was U.S. president Jackson involved in a war?,en,"U.S. president, Jackson, war"
War US-Präsident Jackson in einen Krieg verwickelt?,de,"US-Präsident, Jackson, Krieg"
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es,"presidente de los estados unidos, Jackson, guerra"
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it,"presidente degli Stati Uniti, Jackson, guerra"
Le président Jackson a-t-il participé à une guerre?,fr,"président Jackson, guerre, participé"
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl,"president van de Verenigde Staten, Jackson, oorlog, betrokken bij"
क्या अमेरिका के राष्ट्रपति जैक्सन किसी युद्ध में शामिल थे?,hi_IN,"अमेरिका, राष्ट्रपति जैक्सन, युद्ध"
Who wrote the Game of Thrones theme?,en,"writer, Game of Thrones"
طرح بازی تاج و تخت را چه کسی نوشت؟,fa,طرح، بازی تاج و تخت، نوشت
Wer hat das Titellied für Games of Thrones geschrieben?,de,"Game of Thrones, Titellied, Autor"
¿Quién escribió el tema del Juego de Tronos?,es,"escritor, tema Juego de Tronos"
Chi ha scritto Game of Thrones?,it,"scrittore, Game of Thrones"
Qui a écrit le thème de Game of Thrones?,fr,"compositeur, thème, Game of Thrones"
Wie heeft de titelmuziek van Game of Thrones gekomponeerd?,nl,"titelmuziek, Game of Thrones, componist"
गेम ऑफ़ थ्रोन्स थीम किसने लिखी हैं ?,hi_IN,"गेम ऑफ़ थ्रोन्स, थीम, लिखी"
Cine a scris tema din Urzeala Tronurilor?,ro,"scriitor, Urzeala Tronurilor"
Who designed the Brooklyn Bridge?,en,"Brooklyn Bridge, design"
Wer hat die Brooklyn Bridge entworfen?,de,"Brooklyn Bridge, entwerfen"
¿Quién diseñó la Brooklyn Bridge?,es,"diseñador, Brooklyn Bridge"
Chi ha progettato il ponte di Brooklyn?,it,"ponte di Brooklyn, progettare"
Qui a conçu le pont de Brooklyn?,fr,"pont de Brooklyn, conçu"
Wie ontwierp de Brooklyn Bridge?,nl,"ontwerp, Brooklyn Bridge"
ब्रुकलिन ब्रिज को किसने बनाया है?,hi_IN,"ब्रुकलिन ब्रिज, बनाया"
Cine a proiectat podul din Brooklyn?,ro,"podul din Brooklyn, proiecta"
When did Boris Becker end his active career?,en,"Boris Becker, end career"
بوریس بکر کی به فعالیت هنری اش خاتمه داد؟,fa,بوریس بکر، فعالیت حرفه ای، خاتمه
Wann hat Boris Becker seine aktive Karriere beendet?,de,"Boris Becker, aktive Karriere, beendet"
¿Cuándo termino Boris Becker su carrera como actor?,es,"fin carrera, actor Boris Becker"
Boris Becker quando ha concluso la sua carriera?,it,"Boris Becker, fine, carriera"
Quelle est la date de terminaison de la carrière de Boris Becker?,fr,"Date de terminaison, carrière, Boris Becker"
Wanneer stopte Boris Becker zijn actieve loopbaan?,nl,"Boris Becker, actieve loopbaan, einde"
बोरिस बेकर ने अपना सक्रिय कैरियर कब समाप्त किया?,hi_IN,"बोरिस बेकर, सक्रिय कैरियर, समाप्त"
Când și-a încheiat Boris Becker cariera activă?,ro,"încheia cariera, Boris Becker"
Which types of grapes grow in Oregon?,en,"grape types, grow, Oregon"
چه انواعی از انگور در اورگن رشد می کند؟,fa,انواعی انگور، اورگن، رشد
Welche Traubenarten wachsen in Oregon?,de,"Traubenarten, wachsen, Oregon"
¿Que tipo de uva crece en Oregon?,es,"tipo uva, crece, Oregon"
Quali tipi di uva crescono in Oregon?,it,"tipi di uva, crescere, Oregon"
Quelles genres de raisin poussent en Oregon?,fr,"genres, raisins, Oregon"
Welke soorten druiven groeien in Oregon?,nl,"soorten druiven, groeien, Oregon"
ओरेगन में किस प्रकार के अंगूर उगते हैं?,hi_IN,"ओरेगन, प्रकार, अंगूर, उगते"
Ce soiuri de struguri cresc în Oregon?,ro,"soiuri de struguri, cresc, Oregon"
How tall is Michael Jordan?,en,"tall, Michael Jordan"
Wie groß ist Michael Jordan?,de,"groß, Michael Jordan"
¿Qué altura tiene Michael Jordan?,es,"altura, Michael Jordan"
Quanto è alto Michael Jordan?,it,"altezza, Michael Jordan"
Quelle est la taille de Michael Jordan?,fr,"taille, Michael Jordan"
Hoe lang is Michael Jordan?,nl,"lang, Michael Jordan"
माइकल जॉर्डन कितना लंबा है?,hi_IN,"माइकल जॉर्डन, लंबा"
To which party does the mayor of Paris belong?,en,"party, mayor of Paris, belong"
شهردار پاریس عضو چه حزبی است؟,fa,شهردار پاریس، حزب
Welcher Partei gehört die Bürgermeisterin von Paris an?,de,"Paris, Bürgermeisterin, Partei"
¿A qué partido politico pertenece el alcalde de París?,es,"partido politico, alcalde de París"
A quale partito polito appartiene il sindaco di Parigi?,it,"partito politico, sindaco di Parigi, appartiene"
Quel est le parti politique du maire de Paris?,fr,"parti politique, maire, Paris"
Tot welke partij behoort de burgemeester van Parijs?,nl,"partij, burgemeester, Parijs"
पेरिस के महापौर किस पार्टी के हैं?,hi_IN,"पेरिस, महापौर, पार्टी"
Cărui partid aparține primarul Parisului?,ro,"partid, primarul Parisului, aparține"
Who wrote the book The Pillars of the Earth?,en,"wrote, book, The pillars of the Earth"
Wer schrieb das Buch Die Säulen der Erde?,de,"schreiben, Buch, Die Säulen der Erde"
¿Quen escribió el libro Los pilares de la Tierra?,es,"escritor, libro, Pilares de la Tierra"
Chi ha scritto il libro I pilastri della Terra?,it,"scritto, libro, I pilastri della Terra"
Qui a écrit le livre Les Piliers de la Terre?,fr,"Les Piliers de la Terre, écrivain"
Wie schreef het boek De Pilaren van de Aarde?,nl,"auteur, De Pilaren van de Aarde"
किसने द पिल्लर्स ऑफ द अर्थ किताब को लिखा हैं ?,hi_IN,"द पिल्लर्स ऑफ द अर्थ, किताब, लिखा"
Cine e scris cartea Stâlpii Pământului?,ro,"scrie, carte, Stâlpii Pământului"
Who was the doctoral supervisor of Albert Einstein?,en,"doctoral supervisor, Albert Einstein"
چه کسی استاد راهنمای دکترای آلبرت اینشتین بود؟,fa,استاد راهنما، دکترا، آلبرت اینشتین
Wer war der Doktorvater von Albert Einstein?,de,"Doktorvater, Albert Einstein"
¿Quien es el supervisor de doctorado de Albert Einstein?,es,"supervisor doctoral, Albert Einstein"
Chi era il supervisore della tesi di dottorato di Albert Einstein?,it,"supervisore della tesi di dottorato, Albert Einstein "
Qui était le directeur de thèse d'Albert Einstein,fr,"directeur, these, Albert Einstein"
Wie was de promotor van Albert Einsteins doctoraatsonderzoek?,nl,"Albert Einstein, promotor"
अल्बर्ट आइंस्टीन के डॉक्टरेट के पर्यवेक्षक कौन थे?,hi_IN,"अल्बर्ट आइंस्टीन, डॉक्टरेट, पर्यवेक्षक"
Cine a fost conducătorul de doctorat al lui Albert Einstein?,ro,"conducător de doctorat, Albert Einstein"
In which city does Sylvester Stallone live?,en,"city, live, Sylvester Stallone"
سیلوستر استالونه در کدام شهر زندگی می کند؟,fa,سیلوستر استالونه، شهر، زندگی
In welcher Stadt wohnt Sylvester Stallone?,de,"Sylvester Stallone, wohnen, Stadt"
¿En qué ciudad vive Sylvester Stallone?,es,"ciudad, vive, Sylvester Stallone"
In quale città vive Sylvester Stallone?,it,"città, vive, Sylvester Stallone"
Dans quelle ville vit Sylvester Stallone?,fr,"ville, Sylvester Stallone"
In welke stad woont Sylvester Stallone?,nl,"stad, wonen, Sylvester Stallone"
सिल्वेस्टर स्टेलोन किस शहर में रहते हैं?,hi_IN,"सिल्वेस्टर स्टेलोन, शहर, रहते"
În ce oraș trăiește Sylvester Stallone?,ro,"oraș, trăiește, Sylvester Stallone"
What is the currency of the Czech Republic?,en,"Czech republic, currency"
Was ist die Währung der Tschechischen Republik?,de,"Tschechischen Republik, Währung"
¿Cuál es la moneda de la república checa?,es,"moneda, república checa"
Qual è la valuta della Repubblica Ceca?,it,"valuta, Repubblica Ceca"
Quel est la devise de la Tchéquie?,fr,"devise, Tchéquie"
Wat is de munteenheid van Tsjechië?,nl,"Tsjechië, munteenheid"
चेक गणराज्य की मुद्रा क्या है?,hi_IN,"चेक गणराज्य, मुद्रा"
Did Socrates influence Aristotle?,en,"Socrates, influence, Aristotle"
Hat Sokrates Aristoteles beeinflusst?,de,"Sokrates, beeinflussen, Aristoteles"
¿Tuvo Sócrates influencia sobre Aristóteles?,es,"Sócrates, influencia, Aristóteles"
Socrate ha influenzato Aristotele?,it,"Socrate, influenzare, Aristotele"
Socrate a-t-il influencé Aristote?,fr,"Socrate, influencer, Aristote"
Beïnvloedde Socrates Aristoteles?,nl,"beïnvloeden, Socrates, Aristoteles"
क्या एरिस्टोटल सोक्रेटस से प्रभावित थे?,hi_IN,"एरिस्टोटल, सोक्रेटस, प्रभावित"
Who is the son of Sonny and Cher?,en,"son, Sonny and Cher"
پسر سونی و چر چه کسی بود؟,fa,پسر، سونی و چر
Wer ist der Sohn von Sonny und Cher?,de,"Sonny, Cher, Sohn"
¿Quién es el hijo de Sonny y Cher?,es,"hijo, Sonny y Cher?"
Chi è il figlio di Sonny e Cher,it,"figlio, Sonny e Cher"
Qui est le fils de Sonny et Cher?,fr,"fils, Sonny, Cher"
Wie is de zoon van Sonny en Cher?,nl,"zoon, Sonny, Cher"
सोनि और चेर का बेटा कौन है?,hi_IN,"सोन, चेर, बेटा"
Cine este fiul lui Sonny și Cher?,ro,"fiu, Sonny și Cher"
In which city are the headquarters of the United Nations?,en,"city, headquarters of the United Nations"
مقر سازمان ملل در کدام شهر قرار دارد؟,fa,مقر، سازمان ملل، شهر
In welcher Stadt ist das Hauptquartier der Vereinten Nationen?,de,"Vereinte Nationen, Hauptquartier, Stadt"
¿En qué ciudad se encuentra la sede de las Naciones Unidas?,es,"ciudad, la sede de las Naciones Unidas"
In quale città si trova il quartier generale delle Nazioni Unite?,it,"città, quartier generale delle Nazioni Unite"
Dans quelle ville se trouvé les quartiers généraux des Nations Unies?,fr,"ville, quartiers généraux, Nations Unies?"
In welke stad bevindt zich het hoofdkwartier van de Verenigde Naties?,nl,"stad, hoofdkwartier, Verenigde Naties"
संयुक्त राष्ट के मुख्यालय कौन सा शहर में हैं?,hi_IN,"संयुक्त राष्ट, मुख्यालय, शहर"
În ce oraș se află cartierul general al Națiunilor Unite?,ro,"oraș, cartierul general al Națiunilor Unite"
Who is the founder of Penguin Books?,en,"founder, Penguin Books"
Wer hat Penguin Books gegründet?,de,"gegründet, Penguin Books"
¿Quien es el fundador de Penguin Books?,es,"fundador, Penguin Books"
Chi è il fondatore di Penguin Books?,it,"fondatore, Penguin Books"
Qui est le fondateur de Penguin  Books?,fr,"fondateur, Penguin Books"
Wie is de oprichter van Penguin Books?,nl,"oprichter, Penguin Books"
पेंगुइन बुक्स के संस्थापक कौन हैं?,hi_IN,"पेंगुइन बुक्स, संस्थापक"
Cine este fondatorul Penguin Books?,ro,"fondator, Penguin Books"
When was Jack Wolfskin founded?,en,"Jack Wolfskin, founded"
جک ولفیش کی تأسیس شد؟,fa,جک ولفیش، تأسیس
Wann wurde Jack Wolfskin gegründet?,de,"Jack Wolfskin, gründen"
¿Cúando se fundó Jack Wolfskin?,es,"Jack Wolfskin, fundada"
Quando è stata fondata Jack Wolfskin?,it,"Jack Wolfskin, fondata"
Quand a été fondé Jack Wolfskin?,fr,"fondé, Jack Wolfskin"
Wanneer werd Jack Wolfskin opgericht?,nl,"Jack Wolfskin, opgericht"
जैक वुल्फस्किन की स्थापना कब हुई थी?,hi_IN,"जैक वुल्फस्किन, स्थापना"
Când a fost fondat Jack Wolfskin?,ro,"Jack Wolfskin, fondat"
Who is the mayor of Rotterdam?,en,"mayor, Rotterdam"
Wer ist der Bürgermeister von Rotterdam?,de,"Bürgermeister, Rotterdam"
¿Quién es el alcalde de Rotterdam?,es,alcalde de Rotterdam
Chi è il sindaco di Rotterdam?,it,"sindaco, Rotterdam"
Qui est le maire de Rotterdam?,fr,"maire, Rotterdam"
Wie is de burgemeester van Rotterdam?,nl,"burgemeester, Rotterdam"
रॉटरडैम के महपौर कौन हैं?,hi_IN,"रॉटरडैम, महपौर"
Cine este primar în Rotterdam?,ro,"primar, Rotterdam"
Give me all Swedish oceanographers.,en,"Swedish, oceanographer"
Gib mir alle Schwedischen Ozeanographen.,de,"Schwedisch, Ozeanographen"
Dame todos los oceanógrafos suecos.,es,oceanógrafos suecos
Dammi tutti gli oceanografi svedesi.,it,"svedesi, oceanografi"
Donne-moi tous les océanographes suédois.,fr,"Océanographes, suédois"
Toon alle Zweedse oceanograafen.,nl,"Zweedse, oceanograafen"
मुझे सभी स्वीडिश महासागरीय वैज्ञानिकों की सूचि बतायें।,hi_IN,"स्वीडिश, महासागरीय वैज्ञानिक"
Dă-mi toți oceanografii suedezi.,ro,"oceanograf, suedez"
Show me Hemingway's autobiography.,en,"autobiography, Hemingway"
خود زندگی نامه همینگوی را بده.,fa,خود زندگی نامه، همینگوی
Zeig mir Hemmingways Autobiographie.,de,"Hemmingway, Autobiographie"
Muéstrame la autobiografía Hemingway.,es,autobiografía Hemingway
Mostrami l'autobiografia di Hemingway.,it,"autobiorafia, Hemingway"
Montre l'autobiographie de Hemingway.,fr,"autobiographie, Hemingway"
Toen de autobiografie van Hemmingway.,nl,"Hemmingway, autobiografie"
हेमिंग्वे की आत्मकथा मुझे दिखायें।,hi_IN,"हेमिंग्वे, आत्मकथा"
Arată-mi autobiografia lui Hemingway,ro,"autobiografie, Hemingway"
Who are the parents of the wife of Juan Carlos I?,en,"Juan Carlos I, wife, parents"
Wer sind die Eltern der Frau von Juan Carlos I?,de,"Juan Carlos I, Frau, Eltern"
¿Quién son los padres de la esposa de Juan Carlos I?,es,"padres, esposa, Juan Carlos I"
Chi sono i genitori della moglie di Juan Carlos I?,it,"Juan Carlos I, moglie, genitori"
Qui sont les parents de l'épouse de Juan Carlos Ier?,fr,"parents, épouse, Juan Carlos Ier"
Hoe heten de ouders van de vrouw van Juan Carlos I?,nl,"ouders, vrouw van, Juan Carlos I"
जुआन कार्लोस-१ की पत्नी के माता-पिता कौन हैं?,hi_IN,"जुआन कार्लोस-१, पत्नी, माता-पिता"
Cine sunt părinții soției lui Juan Carlos I?,ro,"Juan Carlos I, soție, părinți"
Did Tesla win a nobel prize in physics?,en,"Tesla, nobel prize, physics"
Hat Tesla den Nobelpreis für Physik gewonnen?,de,"Tesla, Nobelpreis, Physik"
¿Obtuvo Tesla el premio nobel de física?,es,"Tesla, premio nobel, física"
Tesla ha vinto un premio Nobel per la fisica?,it,"Tesla, premio nobel, fisica"
Tesla a-t-il recu le prix Nobel?,fr,"Tesla, recu, prix Nobel"
Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?,nl,"Nobelprijs voor de Natuurkunde, Tesla"
क्या टेस्ला ने भौतिक विज्ञान में नोबेल पुरस्कार जीता?,hi_IN,"टेस्ला, भौतिक विज्ञान, नोबेल पुरस्कार"
Who is the tallest basketball player?,en,"tallest, basketball player"
چه کسی بلندترین بازیکن بسکتبال است؟,fa,بلندترین، بازیکن بسکتبال
Wer ist der größte Basketballspieler?,de,"größter, Basketballspieler"
Quien es el jugador de baloncesto mas alto?,es,"jugador baloncesto, mas alto"
Chi è il giocatore di pallacanestro più alto?,it,"giocatore di pallacanestro, più alto"
Quel est le plus grand joueur de basket?,fr,"plus grand, joueur, basket"
Wie is de grootste basketballer?,nl,"grootste, basketballer"
सबसे लंबा बास्केटबॉल खिलाड़ी कौन है?,hi_IN,"सबसे लंबा, बास्केटबॉल, खिलाड़ीै"
Cine este cel mai înalt jucător de basket?,ro,"cel mai înalt, jucător de basket"
Which city has the least inhabitants?,en,"city, the least inhabitants"
چه شهری کمترین سکنه را دارد؟,fa,شهری، کمترین سکنه
Welche Stadt hat die wenigsten Einwohner?,de,"Stadt, wenigsten Einwohner"
¿Que ciudad tiene la menor población?,es,"ciudad, menor población"
Quale città ha il minor numero di abitanti?,it,"città, minor numero di abitanti"
Quelle ville a le plus petit nombre d'habitants?,fr,"ville, plus petit nombre d'habitants"
Welke stad heeft de minste inwoners?,nl,"stad, minste inwoners"
सबसे कम निवासियों वाला शहर कौन सा है?,hi_IN,"सबसे कम, निवासियों, शहर"
Care oraș are cei mai puțini locuitori?,ro,"oraș, cei mai puțini locuitori"
Is proinsulin a protein?,en,"proinsulin, protein"
Ist Proinsulin ein Protein?,de,"Proinsulin, Protein"
¿La proinsulina es una proteina?,es,"proinsulina, protein"
a proinsulina è una proteina?,it,"proinsulina, proteina"
La pro-insuline est-elle une protéine?,fr,"pro-insuline, protéine"
Is proinsuline een proteïne?,nl,"proinsuline, proteïne"
क्या प्रोइन्सुलिन एक प्रोटीन है?,hi_IN,"प्रोइन्सुलिन, प्रोटीन"
Who were the parents of Queen Victoria?,en,"parents, Queen Victoria"
Wer waren die Eltern von Königin Viktoria?,de,"Eltern, Königin Viktoria"
¿Quiénes fueron los padres de la reina Victoria?,es,"padres, reina Victoria?"
Chi sono i genitori della regina Vittoria?,it,"genitori, regina Vittoria"
Qui étaient les parents de la reine Victoria?,fr,"parents, reine Victoria"
Wie waren de ouders van Koningin Victoria?,nl,"ouders, Koningin Victoria"
महारानी विक्टोरिया के माता-पिता कौन थे?,hi_IN,"महारानी विक्टोरियाे, माता-पिता"
Cine au fost părinții reginei Victoria?,ro,"părinți, regina Victoria"
Did Che Guevara have children?,en,"children, Che Guevara"
Hatte Che Guevara Kinder?,de,"Kinder, Che Guevara"
¿Tuvo hijos el Che Guevara?,es,"hijos, Che Guevara"
Che Guevara aveva dei figli?,it,"figli, Che Guevara"
Est-ce que Che Guevara a eu des enfants?,fr,"enfants, Che Guevara"
Had Che Guevara kinderen?,nl,"kinderen, Che Guevara"
क्या चे ग्वेरा के बच्चे हैं?,hi_IN,"चे ग्वेरा, बच्चे"
Che Guevara a avut copii?,ro,"copii, Che Guevara"
Is Lake Baikal bigger than the Great Bear Lake?,en,"Lake Baikal, bigger than, Great Bear Lake"
Ist der Baikalsee größer als der Große Bärensee?,de,"Baikalsee, größer als, Großer Bärensee"
¿Es el lago Baikal mayor que el lago Great Bear?,es,lago Baikal mayor que lago Great Bear?
Il lago Baikal è più grande le lago Great Bear?,it,"lago Baikal, più grande, lago Great Bear"
Est-ce que Lake Baikal est plus grand que le Great Bear Lake?,fr,"Lake Baikal, plus grand, Great Bear Lake"
Is het Baikalmeer groter dan het Groot Berenmeer?,nl,"Baikalmeer, groter, Groot Berenmeer"
क्या जैक बेयर झील तुलना में बाइकाल झील बड़ी है?,hi_IN,"जैक बेयर झील, बाइकाल झील, बड़ी"
Lacul Baikal este mai mare decât lacul Great Bear?,ro,"lacul Baikal, mai mare decât, lacul Great Bear"
Did Kaurismäki ever win the Grand Prix at Cannes?,en,"Kaurismäki, winner, Grand Prix at Cannes"
آیا کوریسماکی تا بحال جایزه بزرگ  جشنواره کن را برده است؟,fa,کوریسماکی، جایزه بزرگ جشنواره کن
Hat Kaurismäki jemals den Großen Preis der Jury in Cannes gewonnen?,de,"Kaurismäki, Großer Preis der Jury, Cannes"
¿Gano Kaurismäki alguna vez el Gran Prix de Cannes?,es,"Kaurismäki, ganador, Grand Prix de Cannes"
Kaurismäki ha mai vinto il Grand Prix a Cannes?,it,"Kaurismäki, vincitore, Grand Prix a Cannes"
A Kaurismäki gagné le Grand Prix de Cannes?,fr,"Kaurismäki, gagné, Grand Prix de Cannes"
Heeft Kaurismäki ooit de Grand Prix op het filmfestival van Cannes gewonnen?,nl,"Kaurismäki, winnaar, Grand Prix, Cannes"
क्या कौरिस्म्की कभी कैनन्स में ग्रांड प्रिक्स जीते हैं?,hi_IN,"कौरिस्म्की, कैनन्स, ग्रांड प्रिक्स, जीत"
Kaurismäki a câștigat vreodată premiul Grand Prix la Cannes?,ro,"Kaurismäki, câștigător, Grand Prix la Cannes"
Give me all books by William Goldman with more than 300 pages.,en,"book, William Goldman, pages, more than 300"
Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten.,de,"Buch, William Goldman, Seiten, mehr als 300"
Dame todos los libros de Wiliam Goldman con más de 300 páginas.,es,"libro, William Goldman, más de 300 páginas"
Dammi tutti i libri di Wiliam Goldman con più di 300 pagine.,it,"libro, Wiliam Goldman, pagine, più di 300"
Donnes-moi tous les livres de William Goldman avec plus de 300 pages.,fr,"livres, William Goldman, plus de 300 pages"
Geef alle boeken van William Goldman met meer dan 300 pagina's.,nl,"boeken, William Goldman, meer dan 300 pagina's"
